,Order Id,Company Id,Company Name,Date,Order Value,Converted
995,0PKBP20L6NO24GNY,8RWKZWXG9LJD5P2W,All-Woman Stock,25-02-2014,7614,0
996,91X13TT9KQIG4XPB,8RWKZWXG9LJD5P2W,All-Woman Stock,26-07-2017,8097,0
997,ABWG1V8B8F88WI4B,8RWKZWXG9LJD5P2W,All-Woman Stock,05-04-2018,504,0
998,NMOB4S3UEB6ZL19L,8RWKZWXG9LJD5P2W,All-Woman Stock,11-05-2015,7901,0
999,XNLDTYZCH0IOREAT,NPRLM2TWQH654UNX,World-Oriented Marcile,02-03-2018,194,1
1000,QTOL94HR4HDNEOQK,NPRLM2TWQH654UNX,World-Oriented Marcile,04-10-2015,9674,0
1001,Y3Z3C5A9VIMPZCJK,NPRLM2TWQH654UNX,World-Oriented Marcile,08-08-2015,3755,0
1002,VE68VKSBUU0WDMBS,NPRLM2TWQH654UNX,World-Oriented Marcile,01-11-2018,9883,0
1003,SLA6F0SGY0B57P24,NPRLM2TWQH654UNX,World-Oriented Marcile,19-01-2018,4110,1
1004,3RZQIY5ORDR4G7SA,NPRLM2TWQH654UNX,World-Oriented Marcile,24-03-2015,8150,0
1005,XW83UAR50LITF5RG,NPRLM2TWQH654UNX,World-Oriented Marcile,16-05-2015,508,0
1006,A30VGSQT28JDOVIM,NPRLM2TWQH654UNX,World-Oriented Marcile,19-07-2017,5156,0
1007,MOI9DBJA7GEVMF8U,NPRLM2TWQH654UNX,World-Oriented Marcile,24-07-2018,7737,0
1008,X6F20LI0ZV9T9LLT,NPRLM2TWQH654UNX,World-Oriented Marcile,08-01-2015,9080,0
1009,IC0OFJERSM3VAA69,NPRLM2TWQH654UNX,World-Oriented Marcile,14-09-2014,3541,0
1010,CX3FC3S6KENQ1YNQ,NPRLM2TWQH654UNX,World-Oriented Marcile,01-03-2015,9723,0
1011,QX7AEZ4CSQMKN1P5,NPRLM2TWQH654UNX,World-Oriented Marcile,03-03-2018,696,0
1012,P8PVUG6WB4M2OS5A,NPRLM2TWQH654UNX,World-Oriented Marcile,12-02-2015,778,1
1013,LFW0L9V2T6MGBGPA,NPRLM2TWQH654UNX,World-Oriented Marcile,17-01-2015,9223,0
1014,7UUV42ZDT9GGTNIB,NPRLM2TWQH654UNX,World-Oriented Marcile,12-08-2018,3315,0
1015,CX1WD88BU9I7AYDR,NPRLM2TWQH654UNX,World-Oriented Marcile,30-08-2014,8608,0
1016,LIWQ6IAO8V8WULEJ,NPRLM2TWQH654UNX,World-Oriented Marcile,18-06-2014,130,0
1017,L5VAPQDN1WQGK46H,NPRLM2TWQH654UNX,World-Oriented Marcile,04-06-2017,4484,0
1018,6T7JN6AX8DM1S639,NPRLM2TWQH654UNX,World-Oriented Marcile,05-03-2014,7312,0
1019,39X3XDS0KUK4I13X,QW468WHW8ZBLK7IO,Isolationistic Pp.,21-04-2016,8871,0
1020,3JKHW4DE3Q4UF4Z1,QW468WHW8ZBLK7IO,Isolationistic Pp.,05-04-2018,7063,0
1021,L8RJVZUB25B5JYRR,QW468WHW8ZBLK7IO,Isolationistic Pp.,21-02-2014,122,0
1022,4UNCVT45K0VZZP7T,QW468WHW8ZBLK7IO,Isolationistic Pp.,16-08-2016,1474,0
1023,NAPSK25ZI0WL419W,QW468WHW8ZBLK7IO,Isolationistic Pp.,06-06-2016,1720,1
1024,AG88HZ033SVZAO9V,QW468WHW8ZBLK7IO,Isolationistic Pp.,17-06-2014,6444,0
1025,CB3SE8PCM3CX2J3N,QW468WHW8ZBLK7IO,Isolationistic Pp.,17-10-2014,1846,0
1026,P41DY2RKEPLSKLHR,QW468WHW8ZBLK7IO,Isolationistic Pp.,17-06-2015,4215,0
1027,YH0JPI6WNBJQR2S8,QW468WHW8ZBLK7IO,Isolationistic Pp.,15-10-2015,8733,1
1028,DD0IM9243Q9LTO6D,QW468WHW8ZBLK7IO,Isolationistic Pp.,31-08-2016,578,1
1029,DDXQBJFXRS296VL9,QW468WHW8ZBLK7IO,Isolationistic Pp.,23-11-2014,4493,0
1030,IPVLBO7NGERJ1EXV,QW468WHW8ZBLK7IO,Isolationistic Pp.,08-06-2018,9347,0
1031,J5TKI0V5C9OYVTA6,QW468WHW8ZBLK7IO,Isolationistic Pp.,25-11-2014,818,0
1032,1CTJU9H2F02P5B4I,QW468WHW8ZBLK7IO,Isolationistic Pp.,14-11-2014,3103,0
1033,7WQ9QJWPAA4MS8KK,QW468WHW8ZBLK7IO,Isolationistic Pp.,25-04-2018,4836,0
1034,HM7EN7HB1O5FI2ZL,QW468WHW8ZBLK7IO,Isolationistic Pp.,04-11-2017,3311,0
1035,WUTFBY0ENSW7I7VU,QW468WHW8ZBLK7IO,Isolationistic Pp.,17-12-2014,2278,0
1036,ILHEPQC04JMVDHQ9,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,31-03-2016,3939,0
1037,ESCFMEXYI15QQI6G,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,21-11-2016,4862,0
1038,8WDU23L866R51AQN,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,22-09-2014,5587,0
1039,6T4ZU0COC2C3IJJW,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,08-05-2014,8051,0
1040,KK8V0WJMT6R3ASRA,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,10-07-2018,7776,0
1041,RMRR0UC4K95IRZ24,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,31-05-2016,5946,0
1042,7RACPH6SIK7VULXU,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,28-02-2014,188,0
1043,2FZN350D01DBYD6T,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,26-03-2015,2622,0
1044,FGHZED2JB70R2WGW,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,26-12-2018,9995,0
1045,AW7KTFMTTWV6BWZK,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,16-02-2018,8188,1
1046,7WNGIPK5IH2PMI5K,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,12-06-2018,5462,0
1047,CUA224YSA79MJZDC,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,15-01-2017,6369,0
1048,8Z0W7QGMRZWCV1DH,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,06-09-2014,8272,0
1049,3XKBTWMB1B4ZF406,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,21-01-2017,4913,0
1050,KG0GNFLENWUZQ3WT,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,13-09-2017,3537,0
1051,LVOEMFV7QG1W71HL,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,08-11-2014,9144,0
1052,NM6CSQ2X70AQ0H4E,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,22-10-2014,7794,0
1053,OSSBPYEPAE54AZOJ,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,04-02-2016,7114,0
1054,6V4J6PWOJHO47TGK,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,21-05-2017,4887,0
1055,WDXXC68VI8BHXQES,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,03-06-2016,3069,0
1056,XP1XG3VL6HW3EIQT,YQYHYH6EXL6KD379,Sweat-Saturated Simplex,04-07-2015,1471,0
1057,LRO4LCLSGKE2YQ7A,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,27-09-2014,6328,0
1058,W7VG7IGX80HHB0U2,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,03-05-2018,1412,0
1059,B5ND84V9GPVZ0DED,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,23-01-2018,1312,0
1060,MQXI24H5DB14QXS2,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,21-05-2018,2631,0
1061,YF2IA0BFHJUZI5HY,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,06-08-2017,3659,0
1062,WKG1134WYJ6QR4EX,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,16-12-2018,7914,1
1063,ZQHWZ7XK648NYJPJ,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,03-11-2014,3257,0
1064,URJPQAQO0OLL07RP,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,02-08-2018,8082,0
1065,0JPTEX7KBOMOGY7U,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,01-08-2014,6042,0
1066,SJM6BJ9IS4P7UU8A,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,08-05-2018,8257,0
1067,2WJS7UN6HI8D32CE,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,15-10-2014,7785,1
1068,RT9UXAZB7HFX379Y,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,24-11-2014,7125,0
1069,B6PZBR9F91BHTFDD,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,06-03-2017,7486,0
1070,EUNZRPMVQ49BEY8X,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,26-10-2018,1903,0
1071,WPXSF3Z5LGSJABPY,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,12-11-2017,2168,0
1072,BH3WHGU20WZJOM6I,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,10-04-2014,3269,0
1073,OF0HX3DO4SW7FUGG,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,15-01-2016,5082,0
1074,CQQ7W6IKC3Q7OHRP,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,17-06-2015,7145,0
1075,0V06GDS25YOPQ5DX,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,21-01-2014,4262,0
1076,IR17Z97I7NHXTVX4,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,26-12-2014,4147,0
1077,O89VLS49XRPX6VYP,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,12-10-2015,8606,0
1078,MYHAC7KBDDOEP6OZ,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,21-09-2018,5155,0
1079,GXXMBNNZR8Z88C77,U81JHOSTUDI8ZG4Q,Unasterisked Formby'S,11-07-2016,9005,0
1080,AKBEOW3WTEFR0EGB,S9FNAKQWNPA4ATRO,Firmer Abyssinians,03-03-2014,8437,1
1081,MMOL3JPZ1POTGVVZ,S9FNAKQWNPA4ATRO,Firmer Abyssinians,20-03-2018,6876,0
1082,UKZMAVTFF21SPOA8,S9FNAKQWNPA4ATRO,Firmer Abyssinians,11-10-2016,7550,0
1083,1JAR1LG9V059JL16,S9FNAKQWNPA4ATRO,Firmer Abyssinians,15-11-2018,1258,0
1084,164GN2EPEAUM38OW,S9FNAKQWNPA4ATRO,Firmer Abyssinians,29-09-2018,7565,0
1085,Y28G41T8AJH5ZMUU,S9FNAKQWNPA4ATRO,Firmer Abyssinians,12-04-2015,8853,0
1086,TEKIKO17PYX712NT,S9FNAKQWNPA4ATRO,Firmer Abyssinians,18-09-2018,4295,0
1087,89VM9INRTUH2EBR3,S9FNAKQWNPA4ATRO,Firmer Abyssinians,07-02-2017,3585,1
1088,EGHWBE2F1AI0HX0R,S9FNAKQWNPA4ATRO,Firmer Abyssinians,29-10-2018,5985,0
1089,SJ9IJNK46T6ZLLHJ,S9FNAKQWNPA4ATRO,Firmer Abyssinians,24-07-2016,6211,0
1090,S53RC1PKF9TRVBJR,S9FNAKQWNPA4ATRO,Firmer Abyssinians,11-03-2015,286,1
1091,8B1AZWTSQECFBVFP,S9FNAKQWNPA4ATRO,Firmer Abyssinians,23-05-2014,2107,1
1092,SBEXN7WA8U7A46JC,S9FNAKQWNPA4ATRO,Firmer Abyssinians,26-11-2015,4727,0
1093,OEFYUOMC582TUTBY,S9FNAKQWNPA4ATRO,Firmer Abyssinians,11-09-2014,9586,0
1094,GMWZV25K3BSWO72S,S9FNAKQWNPA4ATRO,Firmer Abyssinians,27-05-2014,6643,0
1095,4L2ABYECZIM284LZ,S9FNAKQWNPA4ATRO,Firmer Abyssinians,25-04-2016,3219,1
1096,MDD7CPOR4RW4DC61,S9FNAKQWNPA4ATRO,Firmer Abyssinians,09-11-2017,4178,0
1097,MKBML6C1RJB1K1UZ,S9FNAKQWNPA4ATRO,Firmer Abyssinians,27-12-2016,9061,0
1098,73WN981IUGWZ5AZE,S9FNAKQWNPA4ATRO,Firmer Abyssinians,31-01-2017,7241,0
1099,74N7PY4Y2V5RFYRY,S9FNAKQWNPA4ATRO,Firmer Abyssinians,29-09-2017,2690,0
1100,GUP5C290IWPLI2QA,S9FNAKQWNPA4ATRO,Firmer Abyssinians,04-07-2017,6036,0
1101,PO1HB5TEY05OCD3S,S9FNAKQWNPA4ATRO,Firmer Abyssinians,11-06-2017,1836,0
1102,KID91823LS6H0YJJ,S9FNAKQWNPA4ATRO,Firmer Abyssinians,05-03-2016,8877,1
1103,4VL60T1WYVHE8D19,S9FNAKQWNPA4ATRO,Firmer Abyssinians,09-10-2014,467,1
1104,ILSJWXWEIVLS4ZL5,S9FNAKQWNPA4ATRO,Firmer Abyssinians,23-10-2017,9454,0
1105,7C51T2IVYE8NL4YF,XSXTU40F475GUVA9,Tenth Pandelli'S,25-04-2015,8016,0
1106,DQ8UQRHROWRX2LMK,XSXTU40F475GUVA9,Tenth Pandelli'S,10-01-2015,8255,0
1107,AN9MJNX7Y019X34V,XSXTU40F475GUVA9,Tenth Pandelli'S,04-05-2016,8706,0
1108,R8YZ00GGYWJJP07A,XSXTU40F475GUVA9,Tenth Pandelli'S,18-10-2018,9515,0
1109,WATN6ZVQXBF256RE,XSXTU40F475GUVA9,Tenth Pandelli'S,03-06-2018,9052,0
1110,P9GOTHMRLU6LZ8M7,XSXTU40F475GUVA9,Tenth Pandelli'S,05-07-2014,9137,0
1111,Q6QH9RDX01L65OZF,XSXTU40F475GUVA9,Tenth Pandelli'S,27-01-2015,6932,0
1112,MSD0EE9JTVM8EZAC,XSXTU40F475GUVA9,Tenth Pandelli'S,08-06-2016,6863,0
1113,WH2762NFYSKS07EB,XSXTU40F475GUVA9,Tenth Pandelli'S,04-08-2014,5481,1
1114,BGDN9E857LMEFDTY,XSXTU40F475GUVA9,Tenth Pandelli'S,27-02-2017,5544,0
1115,FV4OZMR1FOM4AV0O,XSXTU40F475GUVA9,Tenth Pandelli'S,09-04-2017,7904,0
1116,EHYXGCNY8HI78XUJ,XSXTU40F475GUVA9,Tenth Pandelli'S,11-07-2015,3592,1
1117,AKMW7HUJT1VPDYXY,XSXTU40F475GUVA9,Tenth Pandelli'S,05-08-2016,1358,0
1118,6Q977UXVXDSRKP7X,XSXTU40F475GUVA9,Tenth Pandelli'S,11-03-2016,4814,1
1119,CHCPHRRIFU357SE5,XSXTU40F475GUVA9,Tenth Pandelli'S,14-12-2017,7852,0
1120,S1WMGA4T896GZMVB,XSXTU40F475GUVA9,Tenth Pandelli'S,11-07-2017,7368,0
1121,6F9ZR8N76J6OK70H,XSXTU40F475GUVA9,Tenth Pandelli'S,09-05-2017,7557,0
1122,TD8L8P1NEDPBY0WZ,XSXTU40F475GUVA9,Tenth Pandelli'S,12-04-2018,2411,0
1123,KTX9JTM73EBS2381,XSXTU40F475GUVA9,Tenth Pandelli'S,08-09-2014,5479,0
1124,VWZT8S6UOAEYSPIV,XSXTU40F475GUVA9,Tenth Pandelli'S,13-10-2014,6614,0
1125,YYSSIHULZMVVAW80,XSXTU40F475GUVA9,Tenth Pandelli'S,12-09-2015,8823,1
1126,V7O6N6TR2P37U91N,XSXTU40F475GUVA9,Tenth Pandelli'S,20-04-2016,1712,0
1127,IOJXL7O92X0O23YW,XSXTU40F475GUVA9,Tenth Pandelli'S,13-01-2018,8625,0
1128,BBKYQL5O3QIKQ1BN,XSXTU40F475GUVA9,Tenth Pandelli'S,13-11-2015,9254,0
1129,663LARQIERVKUHEG,XSXTU40F475GUVA9,Tenth Pandelli'S,25-01-2015,2224,0
1130,5CTRRMQUSDMOX9UA,YA4PBX6EFMRPYXDC,Good-Looking Manny,20-12-2017,4148,0
1131,X9EX1407RFC4UWHA,YA4PBX6EFMRPYXDC,Good-Looking Manny,07-07-2018,3366,0
1132,Q4VEUNBWH25MIKD4,YA4PBX6EFMRPYXDC,Good-Looking Manny,08-07-2017,395,0
1133,HB1XUZ8KYK5HP97W,YA4PBX6EFMRPYXDC,Good-Looking Manny,20-06-2017,1645,0
1134,YS143EA1PXKN1PYB,YA4PBX6EFMRPYXDC,Good-Looking Manny,30-12-2017,3418,0
1135,1R4T0MXKD9YT9QJF,YA4PBX6EFMRPYXDC,Good-Looking Manny,17-10-2018,6013,1
1136,D9FF8X9MCGUKH7Z2,YA4PBX6EFMRPYXDC,Good-Looking Manny,15-03-2016,4683,1
1137,8S8B9QK46KCPEYX1,YA4PBX6EFMRPYXDC,Good-Looking Manny,23-12-2015,8288,0
1138,O7JP93X46P80WX7O,YA4PBX6EFMRPYXDC,Good-Looking Manny,18-11-2016,7461,0
1139,L8SH2A1PXWSUCJ98,YA4PBX6EFMRPYXDC,Good-Looking Manny,26-10-2016,6080,1
1140,CRT0RPD24OBL58S2,YA4PBX6EFMRPYXDC,Good-Looking Manny,16-09-2018,421,0
1141,2FN97GRSIBOUVPSC,YA4PBX6EFMRPYXDC,Good-Looking Manny,17-03-2014,8314,0
1142,KRES4UKXWP50SUZZ,YA4PBX6EFMRPYXDC,Good-Looking Manny,18-04-2014,9764,0
1143,WNCIHCZGD3QB0WVW,YA4PBX6EFMRPYXDC,Good-Looking Manny,13-11-2016,3675,0
1144,XFFN79TBAWILOWIF,YA4PBX6EFMRPYXDC,Good-Looking Manny,21-02-2016,1349,1
1145,06E5K0OIGLQUMF71,YA4PBX6EFMRPYXDC,Good-Looking Manny,31-08-2017,9137,0
1146,QX1RZK0V7I62MWFB,LUXBWJ4DBYQ6N2N4,Indelicate Schoolchildren,22-08-2016,589,0
1147,3UH2KZT7A8X53HXW,LUXBWJ4DBYQ6N2N4,Indelicate Schoolchildren,06-12-2014,7343,0
1148,KVKKW8FKS32ZKFND,LUXBWJ4DBYQ6N2N4,Indelicate Schoolchildren,15-01-2016,2766,1
1149,R7V616VRSV8LL13O,LUXBWJ4DBYQ6N2N4,Indelicate Schoolchildren,01-03-2018,373,0
1150,PN5KPBZRAGRCNHNA,LUXBWJ4DBYQ6N2N4,Indelicate Schoolchildren,07-03-2018,9471,0
1151,F07C07T4XZU8W8LC,LUXBWJ4DBYQ6N2N4,Indelicate Schoolchildren,02-02-2015,5077,0
1152,KC91UYXNWXEEPAO4,LUXBWJ4DBYQ6N2N4,Indelicate Schoolchildren,01-07-2016,8965,0
1153,O6TOB1EGCWFD69LV,LUXBWJ4DBYQ6N2N4,Indelicate Schoolchildren,22-04-2017,577,0
1154,9HF1MULHBRK33ODF,LUXBWJ4DBYQ6N2N4,Indelicate Schoolchildren,15-04-2015,9910,0
1155,4FZLZ6FSK9UE3Y2W,LUXBWJ4DBYQ6N2N4,Indelicate Schoolchildren,26-11-2016,7685,1
1156,3ZMLEEBZSW1RX265,LUXBWJ4DBYQ6N2N4,Indelicate Schoolchildren,23-02-2018,7243,0
1157,B88XMUU2DROYDQIK,HFGMRN0BM0B6HOPL,Free Adventists,28-11-2015,4893,1
1158,6310Q302967NSBR4,HFGMRN0BM0B6HOPL,Free Adventists,06-11-2015,1623,0
1159,16HP5H8WFZJBK4RD,HFGMRN0BM0B6HOPL,Free Adventists,20-08-2018,9835,0
1160,M77XX9Z0VNU2M0PN,HFGMRN0BM0B6HOPL,Free Adventists,15-03-2015,5816,0
1161,AXSYH5KLGHQV8VZX,HFGMRN0BM0B6HOPL,Free Adventists,04-12-2016,3339,1
1162,35EHBIEQ1OEKNL70,HFGMRN0BM0B6HOPL,Free Adventists,25-12-2018,9536,1
1163,U3O7AUYI777J94JK,HFGMRN0BM0B6HOPL,Free Adventists,15-03-2016,4349,0
1164,HG9PW7L8QGEJ7GDG,HFGMRN0BM0B6HOPL,Free Adventists,24-12-2016,5116,0
1165,4UW36QJ9H5HM89R6,HFGMRN0BM0B6HOPL,Free Adventists,12-03-2014,8392,1
1166,P22NO568XG7LA4I6,HFGMRN0BM0B6HOPL,Free Adventists,05-02-2018,5581,1
1167,7GLDI2T63ZXYCJYP,HFGMRN0BM0B6HOPL,Free Adventists,03-02-2014,7671,0
1168,5L5CLYCBYFTSF0T6,HFGMRN0BM0B6HOPL,Free Adventists,22-06-2017,4789,0
1169,9VBPIINYW117RVFM,HFGMRN0BM0B6HOPL,Free Adventists,13-09-2017,9831,0
1170,0URR4XXMYNCVE7LW,HFGMRN0BM0B6HOPL,Free Adventists,11-08-2014,5596,0
1171,MXHNZZGG6OK5O3GF,HFGMRN0BM0B6HOPL,Free Adventists,11-12-2015,9522,0
1172,E1XUAWTKPMNVZP7W,HFGMRN0BM0B6HOPL,Free Adventists,16-06-2016,9623,0
1173,MP19GGKUKDM17E83,HFGMRN0BM0B6HOPL,Free Adventists,21-06-2015,5850,1
1174,QIO9GYZVENMXDXHN,HFGMRN0BM0B6HOPL,Free Adventists,09-02-2018,5918,1
1175,FSUM9T17PNBSMXKK,HFGMRN0BM0B6HOPL,Free Adventists,04-07-2014,5440,0
1176,BZ210ZWWZPUX92K6,HFGMRN0BM0B6HOPL,Free Adventists,04-02-2016,2202,0
1177,3QZLP05MY6472F8H,HFGMRN0BM0B6HOPL,Free Adventists,09-09-2018,6365,0
1178,27RF2POWY7419703,HFGMRN0BM0B6HOPL,Free Adventists,18-02-2015,8393,0
1179,YHZU5AP5I639NMUT,HFGMRN0BM0B6HOPL,Free Adventists,13-10-2017,5688,0
1180,50F1SO739HQYSJL6,HFGMRN0BM0B6HOPL,Free Adventists,20-06-2016,9918,1
1181,63ZHEGCQL59GGA9G,KUNM2HEWXTYDWDQN,Immaculate Omen,16-02-2016,3025,0
1182,2AF0JJBZFJUU0TMK,KUNM2HEWXTYDWDQN,Immaculate Omen,03-01-2016,1514,0
1183,KXSD7IQTPLJLL7MS,KUNM2HEWXTYDWDQN,Immaculate Omen,27-04-2016,321,0
1184,BSZTHQOV6YI9XWGN,KUNM2HEWXTYDWDQN,Immaculate Omen,23-03-2015,5383,0
1185,O29VVNQ23FQ5KXV7,KUNM2HEWXTYDWDQN,Immaculate Omen,01-08-2016,5370,0
1186,G7128R20LFQJE6H2,KUNM2HEWXTYDWDQN,Immaculate Omen,18-09-2016,9130,0
1187,FPLRAZ29AKZYI5XP,KUNM2HEWXTYDWDQN,Immaculate Omen,03-06-2016,5991,1
1188,OUX9R358OSYKZ5U2,KUNM2HEWXTYDWDQN,Immaculate Omen,20-12-2015,7582,1
1189,L18R2LCYNNW410BX,KUNM2HEWXTYDWDQN,Immaculate Omen,21-07-2017,7999,0
1190,SJSRNKVZN49GK1CC,KUNM2HEWXTYDWDQN,Immaculate Omen,15-06-2018,6455,1
1191,WXO06R83U79XKV6G,KUNM2HEWXTYDWDQN,Immaculate Omen,26-09-2014,851,0
1192,MTJXRVT6Y6RX5R3W,KUNM2HEWXTYDWDQN,Immaculate Omen,05-10-2015,2224,0
1193,E2UZJU54BN5YK2OA,KUNM2HEWXTYDWDQN,Immaculate Omen,23-04-2015,866,0
1194,ZYNP99BQPR3L21UJ,KUNM2HEWXTYDWDQN,Immaculate Omen,03-08-2016,2241,0
1195,TDV0C4V1Y11ACN57,KUNM2HEWXTYDWDQN,Immaculate Omen,27-04-2014,3587,0
1196,OFFV4VFWA8M11MOM,KUNM2HEWXTYDWDQN,Immaculate Omen,25-07-2015,3624,0
1197,R7DXSERJJJIK5W8L,KUNM2HEWXTYDWDQN,Immaculate Omen,18-10-2018,4803,0
1198,2E0VDYOK4NT26BGD,KUNM2HEWXTYDWDQN,Immaculate Omen,13-09-2018,7595,0
1199,OB1TOM4P8S6ONE7F,KUNM2HEWXTYDWDQN,Immaculate Omen,27-10-2015,2008,1
1200,NC7Q1E8JFCYWVFVI,KUNM2HEWXTYDWDQN,Immaculate Omen,07-03-2017,3207,1
1201,Q7ILQX3U3HS1EVI3,KUNM2HEWXTYDWDQN,Immaculate Omen,30-09-2016,496,0
1202,IKL5ZD9YJFZWB2XI,KUNM2HEWXTYDWDQN,Immaculate Omen,21-09-2017,5890,0
1203,ZKH69LGAXR2FA209,KUNM2HEWXTYDWDQN,Immaculate Omen,19-04-2015,3768,1
1204,ZBFDC44NRX2PQNMT,KUNM2HEWXTYDWDQN,Immaculate Omen,02-05-2015,6419,0
1205,6DSG9HFNH4J41EYE,KUNM2HEWXTYDWDQN,Immaculate Omen,06-02-2017,2234,0
1206,4DGN8W0FME8K7X0Z,KUNM2HEWXTYDWDQN,Immaculate Omen,16-09-2015,3216,0
1207,VN8FGQ50LHBIE3SH,VF6Y5VXBPPKFFWBT,Painteresque Burial,25-01-2018,3723,1
1208,HFLKWG80KW4HK8BP,VF6Y5VXBPPKFFWBT,Painteresque Burial,26-11-2017,6101,0
1209,Q4TWY3GG7C7EGYNG,VF6Y5VXBPPKFFWBT,Painteresque Burial,21-10-2017,415,0
1210,XYTCDWUFXLO6JNDV,VF6Y5VXBPPKFFWBT,Painteresque Burial,13-08-2015,6232,0
1211,DKDCD7C6B4NRSTRK,VF6Y5VXBPPKFFWBT,Painteresque Burial,06-05-2017,679,0
1212,7Q7FTTOXBCP6TAF2,VF6Y5VXBPPKFFWBT,Painteresque Burial,21-09-2014,8063,0
1213,P4JWNEZN97XKKBHR,VF6Y5VXBPPKFFWBT,Painteresque Burial,27-08-2014,6827,0
1214,HVXPEKRF5C3Y4CDD,VF6Y5VXBPPKFFWBT,Painteresque Burial,06-01-2015,5299,0
1215,YLMWQ191AG26UBJV,VF6Y5VXBPPKFFWBT,Painteresque Burial,22-04-2014,2444,0
1216,2EN7B51MAZBLD39Q,VF6Y5VXBPPKFFWBT,Painteresque Burial,11-02-2016,1828,0
1217,OL36IKPNLE7FM2O4,VF6Y5VXBPPKFFWBT,Painteresque Burial,18-06-2018,1433,0
1218,ADJLZBEY3V9GOAJR,VF6Y5VXBPPKFFWBT,Painteresque Burial,13-03-2017,4060,0
1219,J5HSZEZRRJXKO2NT,VF6Y5VXBPPKFFWBT,Painteresque Burial,24-12-2015,7663,0
1220,28EZSDP6Y1QKNFZJ,VF6Y5VXBPPKFFWBT,Painteresque Burial,07-02-2017,492,0
1221,AGSRPPIJYBIMBPN5,VF6Y5VXBPPKFFWBT,Painteresque Burial,23-01-2016,9990,0
1222,BNT578KO2KQVSIFL,VF6Y5VXBPPKFFWBT,Painteresque Burial,28-05-2014,3959,1
1223,FLE6ZD3PZWDY43TZ,VF6Y5VXBPPKFFWBT,Painteresque Burial,17-03-2015,5669,0
1224,UPB0Z2GSERKJDENK,VF6Y5VXBPPKFFWBT,Painteresque Burial,25-08-2017,8854,0
1225,C2E2ZEVET2CWUDQG,VF6Y5VXBPPKFFWBT,Painteresque Burial,23-02-2017,2918,0
1226,IQWV41OMB08DOKVQ,VF6Y5VXBPPKFFWBT,Painteresque Burial,06-03-2014,7306,0
1227,5WB41F2TNDYYGW7P,DPA7ME9QEK2ZM89H,Feminine Pilgrim,30-08-2017,8017,0
1228,O4QKO5VNWS9MBLSU,DPA7ME9QEK2ZM89H,Feminine Pilgrim,19-02-2015,5462,0
1229,9N5PDRRZG17UJJDI,DPA7ME9QEK2ZM89H,Feminine Pilgrim,24-04-2017,9662,0
1230,3H8DWSDTMHC5I0V4,DPA7ME9QEK2ZM89H,Feminine Pilgrim,03-07-2015,3919,0
1231,QPXL8SMTJB6BIFOG,DPA7ME9QEK2ZM89H,Feminine Pilgrim,15-03-2014,3100,0
1232,5ZCUE4PDQXULVH20,DPA7ME9QEK2ZM89H,Feminine Pilgrim,16-12-2015,5898,0
1233,AGNUFW8XTZT6PIAJ,DPA7ME9QEK2ZM89H,Feminine Pilgrim,23-04-2016,4332,1
