item_id,order_id,product_id,quantity,unit_price
1112,454,16,3,1766.11
1113,455,3,2,16378.08
1114,455,18,2,1633.76
1115,455,6,1,30972.17
1116,455,32,3,779.9
1117,456,23,2,403.07
1118,457,30,1,151.11
1119,457,45,1,910.7
1120,457,2,3,24089.27
1121,458,13,3,3352.82
1122,458,41,1,194.02
1123,458,20,3,470.09
1124,458,21,3,358.18
1125,459,21,2,337.6
1126,459,29,3,1341.45
1127,459,31,2,338.48
1128,459,9,2,18747.45
1129,460,25,1,520.11
1130,460,37,3,302.35
1131,460,15,1,1039.64
1132,460,2,2,24244.7
1133,461,4,3,1488.34
1134,461,26,2,2700.83
1135,462,11,1,2553.62
1136,462,37,2,307.17
1137,462,8,2,54733.43
1138,463,8,1,55363.03
1139,463,15,2,977.82
1140,463,46,2,295.47
1141,463,14,2,6212.77
1142,464,19,1,296.56
1143,464,44,2,513.59
1144,465,19,2,291.09
1145,466,16,3,1791.47
1146,466,24,1,298.07
1147,466,38,2,156.07
1148,466,44,2,508.32
1149,467,46,1,286.9
1150,467,28,1,476.65
1151,467,39,1,248.28
1152,467,17,2,4722.48
1153,468,1,2,13004.9
1154,469,20,1,470.02
1155,469,26,3,2670.56
1156,469,43,1,779.85
1157,469,24,3,298.79
1158,470,30,2,152.13
1159,470,9,2,18318.45
1160,470,6,1,29438.83
1161,471,32,3,787.86
1162,471,18,2,1564.29
1163,472,40,2,595.15
1164,472,17,1,4416.01
1165,472,34,2,2051.71
1166,473,36,3,513.88
1167,473,43,1,774.14
1168,474,15,1,952.63
1169,475,11,2,2403.04
1170,475,46,2,285.27
1171,475,30,2,156.28
1172,476,30,1,146.76
1173,476,32,1,828.42
1174,476,8,1,54774.22
1175,476,10,3,20016.47
1176,477,37,1,301.5
1177,477,43,1,801.08
1178,477,38,3,144.24
1179,478,16,2,1830.83
1180,479,2,3,24054.02
1181,479,19,2,301.7
1182,479,44,1,515.82
1183,480,2,2,25825.71
1184,480,6,3,29938.57
1185,481,39,2,260.7
1186,481,43,3,808.78
1187,481,1,2,12771.41
1188,482,14,3,5868.79
1189,482,4,1,1535.55
1190,483,6,1,31394.1
1191,483,26,2,2684.01
1192,483,17,1,4347.36
1193,483,12,2,1271.06
1194,484,8,2,54594.8
1195,484,20,3,462.76
1196,485,44,2,507.26
1197,485,39,2,249.32
1198,485,9,2,18895.35
1199,486,31,2,334.7
1200,486,18,2,1648.73
1201,486,37,3,289.62
1202,486,39,3,247.16
1203,487,33,2,1569.94
1204,488,42,3,2895.56
1205,488,44,2,500.36
1206,489,19,2,297.13
1207,490,20,2,464.34
1208,490,10,3,19854.47
1209,490,9,3,18139.73
1210,490,44,1,519.82
1211,491,33,2,1485.96
1212,492,43,2,805.84
1213,492,37,3,284.54
1214,492,17,3,4571.69
1215,492,23,1,410.42
1216,493,3,2,15701.33
1217,493,6,3,29864.0
1218,493,27,3,8953.96
1219,493,46,2,294.26
1220,494,14,1,6147.19
1221,494,12,3,1267.74
1222,495,28,3,474.94
1223,496,8,2,52787.87
1224,496,1,2,13478.38
1225,496,11,3,2524.46
1226,496,42,2,2939.86
1227,497,45,2,861.93
1228,497,44,1,474.74
1229,497,26,1,2887.44
1230,498,2,2,25370.54
1231,498,14,3,5844.09
1232,499,6,2,28943.53
1233,499,20,2,427.53
1234,500,10,2,20926.69
1235,500,45,2,855.81
